fra;jour;clage_90;PourAvec;tx_indic_7J_DC;tx_indic_7J_hosp;tx_indic_7J_SC;tx_prev_hosp;tx_prev_SC
FR;2022-02-07;19;2;;2.43507871411038;0.239909232917279;2.93888810323667;0.287891079500735
FR;2022-02-08;19;0;0.0119954616458639;5.18203943101322;0.563786697355605;5.69784428178537;0.563786697355605
FR;2022-02-08;19;1;;2.81893348677803;0.323877464438326;2.85491987171562;0.323877464438326
FR;2022-02-08;19;2;;2.3631059442352;0.239909232917279;2.84292441006975;0.239909232917279
FR;2022-02-09;19;0;0.0119954616458639;4.65423911859521;0.479818465834558;5.4219486639305;0.503809389126286
FR;2022-02-09;19;1;;2.55503333056902;0.323877464438326;2.71097433196525;0.299886541146599
FR;2022-02-09;19;2;;2.09920578802619;0.155941001396231;2.71097433196525;0.203922847979687
FR;2022-02-10;19;0;0;4.35435257744861;0.515804850772149;5.05008935290872;0.527800312418013
FR;2022-02-10;19;1;;2.53104240727729;0.39585023431351;2.6270061004442;0.33587292608419
FR;2022-02-10;19;2;;1.82331017017132;0.119954616458639;2.42308325246452;0.191927386333823
FR;2022-02-11;19;0;0;4.21040703769824;0.563786697355605;4.91813927480422;0.515804850772149
FR;2022-02-11;19;1;;2.42308325246452;0.431836619251102;2.65099702373593;0.359863849375918
FR;2022-02-11;19;2;;1.78732378523373;0.131950078104503;2.26714225106829;0.155941001396231
FR;2022-02-12;19;0;0;3.81455680338473;0.479818465834558;4.28237980757343;0.407845695959374
FR;2022-02-12;19;1;;2.18317401954724;0.371859311021782;2.33911502094347;0.299886541146599
FR;2022-02-12;19;2;;1.6313827838375;0.107959154812775;1.94326478662996;0.107959154812775
FR;2022-02-13;19;0;0;3.61063395540505;0.431836619251102;4.13843426782306;0.407845695959374
FR;2022-02-13;19;1;;1.99124663321341;0.323877464438326;2.1951694811931;0.275895617854871
FR;2022-02-13;19;2;;1.61938732219163;0.107959154812775;1.94326478662996;0.131950078104503
FR;2022-02-14;19;0;0;3.33473833755018;0.39585023431351;4.33036165415688;0.419841157605238
FR;2022-02-14;19;1;;1.79931924687959;0.275895617854871;2.23115586613069;0.263900156209007
FR;2022-02-14;19;2;;1.53541909067058;0.119954616458639;2.09920578802619;0.155941001396231
FR;2022-02-15;19;0;0;2.98686994982012;0.383854772667646;4.27038434592756;0.419841157605238
FR;2022-02-15;19;1;;1.60739186054577;0.275895617854871;2.1951694811931;0.263900156209007
FR;2022-02-15;19;2;;1.37947808927435;0.107959154812775;2.07521486473446;0.155941001396231
FR;2022-02-16;19;0;0.0119954616458639;2.85491987171562;0.407845695959374;4.17442065276065;0.431836619251102
FR;2022-02-16;19;1;;1.51142816737886;0.287891079500735;2.13519217296378;0.275895617854871
FR;2022-02-16;19;2;;1.34349170433676;0.119954616458639;2.03922847979687;0.155941001396231
FR;2022-02-17;19;0;0.0239909232917279;2.60301517715248;0.359863849375918;3.89852503490578;0.419841157605238
FR;2022-02-17;19;1;;1.3314962426909;0.227913771271415;2.01523755650514;0.275895617854871
FR;2022-02-17;19;2;;1.27151893446158;0.131950078104503;1.88328747840064;0.143945539750367
FR;2022-02-18;19;0;0.0239909232917279;2.45906963740211;0.311882002792462;3.85054318832233;0.383854772667646
FR;2022-02-18;19;1;;1.19954616458639;0.179931924687959;2.01523755650514;0.263900156209007
FR;2022-02-18;19;2;;1.25952347281571;0.131950078104503;1.83530563181718;0.119954616458639
FR;2022-02-19;19;0;0.0239909232917279;2.53104240727729;0.311882002792462;3.45469295400881;0.299886541146599
FR;2022-02-19;19;1;;1.24752801116985;0.191927386333823;1.82331017017132;0.215918309625551
FR;2022-02-19;19;2;;1.28351439610744;0.119954616458639;1.6313827838375;0.0839682315210476
FR;2022-02-20;19;0;0.0239909232917279;2.50705148398556;0.323877464438326;3.49067933894641;0.323877464438326
FR;2022-02-20;19;1;;1.24752801116985;0.215918309625551;1.83530563181718;0.227913771271415
FR;2022-02-20;19;2;;1.25952347281571;0.107959154812775;1.65537370712922;0.0959636931669115
FR;2022-02-21;19;0;0.0359863849375918;2.38709686752692;0.287891079500735;3.64662034034264;0.311882002792462
FR;2022-02-21;19;1;;1.1635597796488;0.203922847979687;1.88328747840064;0.215918309625551
FR;2022-02-21;19;2;;1.22353708787812;0.0839682315210476;1.763332861942;0.0959636931669115
FR;2022-02-22;19;0;0.0479818465834558;2.35111048258933;0.239909232917279;3.50267480059227;0.275895617854871
FR;2022-02-22;19;1;;1.13956885635707;0.179931924687959;1.83530563181718;0.203922847979687
FR;2022-02-22;19;2;;1.21154162623226;0.0599773082293197;1.66736916877509;0.0719727698751836
FR;2022-02-23;19;0;0.0359863849375918;2.24315132777656;0.191927386333823;3.28675649096672;0.263900156209007
FR;2022-02-23;19;1;;1.13956885635707;0.155941001396231;1.72734647700441;0.203922847979687
FR;2022-02-23;19;2;;1.10358247141948;0.0359863849375918;1.55941001396231;0.0599773082293197
FR;2022-02-24;19;0;0.0359863849375918;2.29113317436001;0.203922847979687;3.29875195261258;0.299886541146599
FR;2022-02-24;19;1;;1.13956885635707;0.155941001396231;1.73934193865027;0.227913771271415
FR;2022-02-24;19;2;;1.15156431800294;0.0479818465834558;1.55941001396231;0.0719727698751836
FR;2022-02-25;19;0;0.0359863849375918;2.24315132777656;0.203922847979687;3.17879733615394;0.299886541146599
FR;2022-02-25;19;1;;1.15156431800294;0.155941001396231;1.70335555371268;0.227913771271415
FR;2022-02-25;19;2;;1.09158700977362;0.0479818465834558;1.47544178244126;0.0719727698751836
FR;2022-02-26;19;0;0.0359863849375918;2.09920578802619;0.191927386333823;2.84292441006975;0.299886541146599
FR;2022-02-26;19;1;;1.11557793306535;0.143945539750367;1.55941001396231;0.227913771271415
FR;2022-02-26;19;2;;0.983627854960843;0.0479818465834558;1.28351439610744;0.0719727698751836
FR;2022-02-27;19;0;0.0359863849375918;2.01523755650514;0.155941001396231;2.7949425634863;0.287891079500735
FR;2022-02-27;19;1;;1.12757339471121;0.119954616458639;1.58340093725404;0.239909232917279
FR;2022-02-27;19;2;;0.887664161793932;0.0359863849375918;1.21154162623226;0.0479818465834558
FR;2022-02-28;19;0;0.0239909232917279;1.90727840169237;0.155941001396231;2.9268926415908;0.263900156209007
FR;2022-02-28;19;1;;1.09158700977362;0.119954616458639;1.60739186054577;0.215918309625551
FR;2022-02-28;19;2;;0.815691391918748;0.0359863849375918;1.31950078104503;0.0479818465834558
FR;2022-03-01;19;0;0.0119954616458639;1.87129201675477;0.167936463042095;2.93888810323667;0.251904694563143
FR;2022-03-01;19;1;;1.01961423989843;0.107959154812775;1.57140547560818;0.179931924687959
FR;2022-03-01;19;2;;0.85167777685634;0.0599773082293197;1.36748262762849;0.0719727698751836
FR;2022-03-02;19;0;0.0119954616458639;1.87129201675477;0.179931924687959;2.86691533336148;0.287891079500735
FR;2022-03-02;19;1;;1.05560062483603;0.107959154812775;1.5953963988999;0.203922847979687
FR;2022-03-02;19;2;;0.815691391918748;0.0719727698751836;1.27151893446158;0.0839682315210476
FR;2022-03-03;19;0;0;1.77532832358786;0.131950078104503;2.7949425634863;0.251904694563143
FR;2022-03-03;19;1;;0.971632393314979;0.0839682315210476;1.49943270573299;0.191927386333823
FR;2022-03-03;19;2;;0.803695930272884;0.0479818465834558;1.29550985775331;0.0599773082293197
FR;2022-03-04;19;0;0;1.5953963988999;0.119954616458639;2.57902425386075;0.251904694563143
FR;2022-03-04;19;1;;0.863673238502204;0.0839682315210476;1.36748262762849;0.191927386333823
FR;2022-03-04;19;2;;0.7317231603977;0.0359863849375918;1.21154162623226;0.0599773082293197
FR;2022-03-05;19;0;0;1.64337824548336;0.143945539750367;2.39909232917279;0.239909232917279
FR;2022-03-05;19;1;;0.827686853564612;0.0959636931669115;1.19954616458639;0.179931924687959
FR;2022-03-05;19;2;;0.815691391918748;0.0479818465834558;1.19954616458639;0.0599773082293197
FR;2022-03-06;19;0;0;1.65537370712922;0.131950078104503;2.43507871411038;0.251904694563143
FR;2022-03-06;19;1;;0.767709545335292;0.0839682315210476;1.19954616458639;0.191927386333823
FR;2022-03-06;19;2;;0.887664161793932;0.0479818465834558;1.23553254952399;0.0599773082293197
FR;2022-03-07;19;0;0;1.72734647700441;0.155941001396231;2.66299248538179;0.263900156209007
FR;2022-03-07;19;1;;0.779705006981156;0.0839682315210476;1.25952347281571;0.191927386333823
FR;2022-03-07;19;2;;0.947641470023251;0.0719727698751836;1.40346901256608;0.0719727698751836
FR;2022-03-08;19;0;0;1.70335555371268;0.179931924687959;2.66299248538179;0.275895617854871
FR;2022-03-08;19;1;;0.803695930272884;0.107959154812775;1.28351439610744;0.179931924687959
FR;2022-03-08;19;2;;0.899659623439796;0.0719727698751836;1.37947808927435;0.0959636931669115
FR;2022-03-09;19;0;0;1.57140547560818;0.179931924687959;2.60301517715248;0.275895617854871
FR;2022-03-09;19;1;;0.7317231603977;0.0959636931669115;1.30750531939917;0.155941001396231
FR;2022-03-09;19;2;;0.839682315210476;0.0839682315210476;1.29550985775331;0.119954616458639
FR;2022-03-10;19;0;0;1.49943270573299;0.167936463042095;2.45906963740211;0.275895617854871
FR;2022-03-10;19;1;;0.695736775460109;0.0839682315210476;1.25952347281571;0.155941001396231
FR;2022-03-10;19;2;;0.803695930272884;0.0839682315210476;1.19954616458639;0.119954616458639
FR;2022-03-11;19;0;0;1.75133740029614;0.179931924687959;2.59101971550661;0.263900156209007
FR;2022-03-11;19;1;;0.827686853564612;0.0959636931669115;1.35548716598263;0.167936463042095
FR;2022-03-11;19;2;;0.923650546731523;0.0839682315210476;1.23553254952399;0.0959636931669115
FR;2022-03-12;19;0;0;1.67936463042095;0.167936463042095;2.31512409765174;0.251904694563143
FR;2022-03-12;19;1;;0.79170046862702;0.0839682315210476;1.15156431800294;0.155941001396231
FR;2022-03-12;19;2;;0.887664161793932;0.0839682315210476;1.1635597796488;0.0959636931669115
FR;2022-03-13;19;0;0.0119954616458639;1.72734647700441;0.179931924687959;2.38709686752692;0.263900156209007
FR;2022-03-13;19;1;;0.827686853564612;0.0839682315210476;1.18755070294053;0.167936463042095
FR;2022-03-13;19;2;;0.899659623439796;0.0959636931669115;1.19954616458639;0.0959636931669115
FR;2022-03-14;19;0;0.0119954616458639;1.71535101535854;0.203922847979687;2.54303786892316;0.299886541146599
FR;2022-03-14;19;1;;0.899659623439796;0.119954616458639;1.30750531939917;0.191927386333823
FR;2022-03-14;19;2;;0.815691391918748;0.0839682315210476;1.23553254952399;0.107959154812775
FR;2022-03-15;19;0;0.0119954616458639;1.69136009206682;0.179931924687959;2.56702879221488;0.287891079500735
FR;2022-03-15;19;1;;0.959636931669115;0.119954616458639;1.40346901256608;0.179931924687959
FR;2022-03-15;19;2;;0.7317231603977;0.0599773082293197;1.1635597796488;0.107959154812775
FR;2022-03-16;19;0;0.0119954616458639;1.90727840169237;0.167936463042095;2.6270061004442;0.287891079500735
FR;2022-03-16;19;1;;1.09158700977362;0.131950078104503;1.45145085914954;0.191927386333823
FR;2022-03-16;19;2;;0.815691391918748;0.0359863849375918;1.17555524129467;0.0959636931669115
FR;2022-03-17;19;0;0.0119954616458639;2.03922847979687;0.191927386333823;2.67498794702766;0.263900156209007
FR;2022-03-17;19;1;;1.19954616458639;0.155941001396231;1.47544178244126;0.179931924687959
FR;2022-03-17;19;2;;0.839682315210476;0.0359863849375918;1.19954616458639;0.0839682315210476
FR;2022-03-18;19;0;0.0119954616458639;1.91927386333823;0.215918309625551;2.68698340867352;0.239909232917279
FR;2022-03-18;19;1;;1.13956885635707;0.155941001396231;1.45145085914954;0.155941001396231
FR;2022-03-18;19;2;;0.779705006981156;0.0599773082293197;1.23553254952399;0.0839682315210476
FR;2022-03-19;19;0;0.0119954616458639;2.02723301815101;0.239909232917279;2.63900156209007;0.275895617854871
FR;2022-03-19;19;1;;1.23553254952399;0.179931924687959;1.47544178244126;0.179931924687959
FR;2022-03-19;19;2;;0.79170046862702;0.0599773082293197;1.1635597796488;0.0959636931669115
FR;2022-03-20;19;0;0;2.00324209485928;0.215918309625551;2.65099702373593;0.239909232917279
FR;2022-03-20;19;1;;1.21154162623226;0.167936463042095;1.45145085914954;0.155941001396231
FR;2022-03-20;19;2;;0.79170046862702;0.0479818465834558;1.19954616458639;0.0839682315210476
FR;2022-03-21;19;0;0;2.23115586613069;0.191927386333823;3.0588427196953;0.251904694563143
FR;2022-03-21;19;1;;1.31950078104503;0.143945539750367;1.65537370712922;0.167936463042095
FR;2022-03-21;19;2;;0.91165508508566;0.0479818465834558;1.40346901256608;0.0839682315210476
FR;2022-03-22;19;0;0;2.25514678942242;0.191927386333823;2.99886541146599;0.215918309625551
FR;2022-03-22;19;1;;1.23553254952399;0.131950078104503;1.58340093725404;0.131950078104503
FR;2022-03-22;19;2;;1.01961423989843;0.0599773082293197;1.41546447421195;0.0839682315210476
FR;2022-03-23;19;0;0;2.35111048258933;0.239909232917279;3.13081548957049;0.251904694563143
FR;2022-03-23;19;1;;1.21154162623226;0.131950078104503;1.60739186054577;0.155941001396231
FR;2022-03-23;19;2;;1.13956885635707;0.107959154812775;1.52342362902472;0.0959636931669115
FR;2022-03-24;19;0;0;2.3271195592976;0.215918309625551;2.97487448817426;0.215918309625551
FR;2022-03-24;19;1;;1.17555524129467;0.107959154812775;1.49943270573299;0.131950078104503
FR;2022-03-24;19;2;;1.15156431800294;0.107959154812775;1.47544178244126;0.0839682315210476
FR;2022-03-25;19;0;0;2.35111048258933;0.203922847979687;3.03485179640358;0.239909232917279
FR;2022-03-25;19;1;;1.18755070294053;0.0959636931669115;1.52342362902472;0.143945539750367
FR;2022-03-25;19;2;;1.1635597796488;0.107959154812775;1.51142816737886;0.0959636931669115
FR;2022-03-26;19;0;0;2.3631059442352;0.191927386333823;2.86691533336148;0.263900156209007
FR;2022-03-26;19;1;;1.22353708787812;0.0959636931669115;1.49943270573299;0.167936463042095
FR;2022-03-26;19;2;;1.13956885635707;0.0959636931669115;1.36748262762849;0.0959636931669115
FR;2022-03-27;19;0;0;2.43507871411038;0.215918309625551;2.95088356488253;0.263900156209007
FR;2022-03-27;19;1;;1.21154162623226;0.119954616458639;1.45145085914954;0.167936463042095
FR;2022-03-27;19;2;;1.22353708787812;0.0959636931669115;1.49943270573299;0.0959636931669115
FR;2022-03-28;19;0;0;2.3271195592976;0.227913771271415;3.15480641286222;0.299886541146599
FR;2022-03-28;19;1;;1.07959154812775;0.107959154812775;1.47544178244126;0.167936463042095
FR;2022-03-28;19;2;;1.24752801116985;0.119954616458639;1.67936463042095;0.131950078104503
FR;2022-03-29;19;0;0.0119954616458639;2.44707417575624;0.239909232917279;3.26276556767499;0.299886541146599
FR;2022-03-29;19;1;;1.17555524129467;0.131950078104503;1.52342362902472;0.191927386333823
FR;2022-03-29;19;2;;1.27151893446158;0.107959154812775;1.73934193865027;0.107959154812775
FR;2022-03-30;19;0;0.0119954616458639;2.41108779081865;0.239909232917279;3.31074741425845;0.323877464438326
FR;2022-03-30;19;1;;1.15156431800294;0.131950078104503;1.60739186054577;0.203922847979687
FR;2022-03-30;19;2;;1.25952347281571;0.107959154812775;1.70335555371268;0.119954616458639
FR;2022-03-31;19;0;0.0119954616458639;2.59101971550661;0.311882002792462;3.41870656907122;0.383854772667646
FR;2022-03-31;19;1;;1.21154162623226;0.179931924687959;1.64337824548336;0.251904694563143
FR;2022-03-31;19;2;;1.37947808927435;0.131950078104503;1.77532832358786;0.131950078104503
FR;2022-04-01;19;0;0.0119954616458639;2.67498794702766;0.299886541146599;3.44269749236295;0.347868387730054
FR;2022-04-01;19;1;;1.27151893446158;0.191927386333823;1.67936463042095;0.239909232917279
FR;2022-04-01;19;2;;1.40346901256608;0.107959154812775;1.763332861942;0.107959154812775
FR;2022-04-02;19;0;0.0119954616458639;2.61501063879834;0.275895617854871;3.0948291046329;0.263900156209007
FR;2022-04-02;19;1;;1.22353708787812;0.155941001396231;1.58340093725404;0.191927386333823
FR;2022-04-02;19;2;;1.39147355092022;0.119954616458639;1.51142816737886;0.0719727698751836
FR;2022-04-03;19;0;0.0119954616458639;2.55503333056902;0.287891079500735;3.0948291046329;0.263900156209007
FR;2022-04-03;19;1;;1.25952347281571;0.167936463042095;1.5953963988999;0.203922847979687
FR;2022-04-03;19;2;;1.29550985775331;0.119954616458639;1.49943270573299;0.0599773082293197
FR;2022-04-04;19;0;0.0119954616458639;2.57902425386075;0.299886541146599;3.37072472248777;0.299886541146599
FR;2022-04-04;19;1;;1.34349170433676;0.203922847979687;1.72734647700441;0.227913771271415
FR;2022-04-04;19;2;;1.23553254952399;0.0959636931669115;1.64337824548336;0.0719727698751836
FR;2022-04-05;19;0;0;2.60301517715248;0.275895617854871;3.45469295400881;0.251904694563143
FR;2022-04-05;19;1;;1.30750531939917;0.179931924687959;1.71535101535854;0.191927386333823
FR;2022-04-05;19;2;;1.29550985775331;0.0959636931669115;1.73934193865027;0.0599773082293197
FR;2022-04-06;19;0;0;2.71097433196525;0.311882002792462;3.64662034034264;0.347868387730054
FR;2022-04-06;19;1;;1.36748262762849;0.203922847979687;1.71535101535854;0.227913771271415
FR;2022-04-06;19;2;;1.34349170433676;0.107959154812775;1.93126932498409;0.119954616458639
FR;2022-04-07;19;0;0;2.55503333056902;0.299886541146599;3.51467026223813;0.383854772667646
FR;2022-04-07;19;1;;1.29550985775331;0.191927386333823;1.67936463042095;0.251904694563143
FR;2022-04-07;19;2;;1.25952347281571;0.107959154812775;1.83530563181718;0.131950078104503
FR;2022-04-08;19;0;0.0119954616458639;2.61501063879834;0.299886541146599;3.55065664717573;0.383854772667646
FR;2022-04-08;19;1;;1.28351439610744;0.179931924687959;1.70335555371268;0.251904694563143
FR;2022-04-08;19;2;;1.3314962426909;0.119954616458639;1.84730109346305;0.131950078104503
FR;2022-04-09;19;0;0.0119954616458639;2.73496525525698;0.359863849375918;3.32274287590431;0.383854772667646
FR;2022-04-09;19;1;;1.28351439610744;0.215918309625551;1.61938732219163;0.263900156209007
FR;2022-04-09;19;2;;1.45145085914954;0.143945539750367;1.70335555371268;0.119954616458639
FR;2022-04-10;19;0;0.0119954616458639;2.81893348677803;0.359863849375918;3.40671110742536;0.407845695959374
FR;2022-04-10;19;1;;1.31950078104503;0.191927386333823;1.67936463042095;0.263900156209007
FR;2022-04-10;19;2;;1.49943270573299;0.167936463042095;1.72734647700441;0.143945539750367
FR;2022-04-11;19;0;0.0119954616458639;2.69897887031939;0.33587292608419;3.51467026223813;0.39585023431351
FR;2022-04-11;19;1;;1.21154162623226;0.155941001396231;1.69136009206682;0.227913771271415
FR;2022-04-11;19;2;;1.48743724408713;0.179931924687959;1.82331017017132;0.167936463042095
FR;2022-04-12;19;0;0.0119954616458639;2.59101971550661;0.33587292608419;3.47868387730054;0.359863849375918
FR;2022-04-12;19;1;;1.25952347281571;0.155941001396231;1.70335555371268;0.203922847979687
FR;2022-04-12;19;2;;1.3314962426909;0.179931924687959;1.77532832358786;0.155941001396231
FR;2022-04-13;19;0;0.0119954616458639;2.3271195592976;0.239909232917279;3.29875195261258;0.287891079500735
FR;2022-04-13;19;1;;1.18755070294053;0.119954616458639;1.65537370712922;0.167936463042095
FR;2022-04-13;19;2;;1.13956885635707;0.119954616458639;1.64337824548336;0.119954616458639
FR;2022-04-14;19;0;0.0119954616458639;2.23115586613069;0.191927386333823;3.20278825944567;0.299886541146599
FR;2022-04-14;19;1;;1.17555524129467;0.0839682315210476;1.5953963988999;0.167936463042095
FR;2022-04-14;19;2;;1.05560062483603;0.107959154812775;1.60739186054577;0.131950078104503
FR;2022-04-15;19;0;0.0119954616458639;2.03922847979687;0.191927386333823;3.04684725804944;0.263900156209007
FR;2022-04-15;19;1;;1.05560062483603;0.0719727698751836;1.49943270573299;0.155941001396231
FR;2022-04-15;19;2;;0.983627854960843;0.119954616458639;1.54741455231645;0.107959154812775
FR;2022-04-16;19;0;0.0119954616458639;1.93126932498409;0.131950078104503;2.81893348677803;0.251904694563143
FR;2022-04-16;19;1;;1.04360516319016;0.0479818465834558;1.39147355092022;0.143945539750367
FR;2022-04-16;19;2;;0.887664161793932;0.0839682315210476;1.42745993585781;0.107959154812775
FR;2022-04-17;19;0;0.0119954616458639;1.77532832358786;0.143945539750367;2.80693802513216;0.299886541146599
FR;2022-04-17;19;1;;0.995623316606707;0.0839682315210476;1.47544178244126;0.191927386333823
FR;2022-04-17;19;2;;0.779705006981156;0.0599773082293197;1.3314962426909;0.107959154812775
FR;2022-04-18;19;0;0.0119954616458639;1.70335555371268;0.131950078104503;2.90290171829907;0.299886541146599
FR;2022-04-18;19;1;;1.00761877825257;0.0959636931669115;1.55941001396231;0.203922847979687
FR;2022-04-18;19;2;;0.695736775460109;0.0359863849375918;1.34349170433676;0.0959636931669115
FR;2022-04-19;19;0;0.0239909232917279;1.67936463042095;0.155941001396231;3.01086087311185;0.33587292608419
FR;2022-04-19;19;1;;0.875668700148068;0.119954616458639;1.53541909067058;0.239909232917279
FR;2022-04-19;19;2;;0.803695930272884;0.0359863849375918;1.47544178244126;0.0959636931669115
FR;2022-04-20;19;0;0.0239909232917279;1.57140547560818;0.143945539750367;2.75895617854871;0.275895617854871
FR;2022-04-20;19;1;;0.79170046862702;0.107959154812775;1.40346901256608;0.191927386333823
FR;2022-04-20;19;2;;0.779705006981156;0.0359863849375918;1.35548716598263;0.0839682315210476
FR;2022-04-21;19;0;0.0239909232917279;1.53541909067058;0.167936463042095;2.69897887031939;0.275895617854871
FR;2022-04-21;19;1;;0.743718622043564;0.119954616458639;1.31950078104503;0.179931924687959
FR;2022-04-21;19;2;;0.79170046862702;0.0479818465834558;1.37947808927435;0.0959636931669115
FR;2022-04-22;19;0;0.0119954616458639;1.45145085914954;0.155941001396231;2.63900156209007;0.251904694563143
FR;2022-04-22;19;1;;0.743718622043564;0.119954616458639;1.31950078104503;0.167936463042095
FR;2022-04-22;19;2;;0.707732237105973;0.0359863849375918;1.31950078104503;0.0839682315210476
FR;2022-04-23;19;0;0.0119954616458639;1.43945539750367;0.191927386333823;2.57902425386075;0.263900156209007
FR;2022-04-23;19;1;;0.743718622043564;0.131950078104503;1.3314962426909;0.179931924687959
FR;2022-04-23;19;2;;0.695736775460109;0.0599773082293197;1.24752801116985;0.0839682315210476
FR;2022-04-24;19;0;0.0119954616458639;1.48743724408713;0.179931924687959;2.63900156209007;0.287891079500735
FR;2022-04-24;19;1;;0.707732237105973;0.0839682315210476;1.36748262762849;0.167936463042095
FR;2022-04-24;19;2;;0.779705006981156;0.0959636931669115;1.27151893446158;0.119954616458639
FR;2022-04-25;19;0;0.0119954616458639;1.53541909067058;0.227913771271415;2.74696071690284;0.33587292608419
FR;2022-04-25;19;1;;0.695736775460109;0.119954616458639;1.42745993585781;0.215918309625551
FR;2022-04-25;19;2;;0.839682315210476;0.107959154812775;1.31950078104503;0.119954616458639
FR;2022-04-26;19;0;0;1.4634463207954;0.203922847979687;2.77095164019457;0.299886541146599
FR;2022-04-26;19;1;;0.719727698751837;0.0959636931669115;1.47544178244126;0.215918309625551
FR;2022-04-26;19;2;;0.743718622043564;0.107959154812775;1.29550985775331;0.0839682315210476
FR;2022-04-27;19;0;0;1.6313827838375;0.203922847979687;2.77095164019457;0.275895617854871
FR;2022-04-27;19;1;;0.827686853564612;0.0959636931669115;1.52342362902472;0.203922847979687
FR;2022-04-27;19;2;;0.803695930272884;0.107959154812775;1.24752801116985;0.0719727698751836
FR;2022-04-28;19;0;0.0119954616458639;1.64337824548336;0.179931924687959;2.69897887031939;0.251904694563143
FR;2022-04-28;19;1;;0.779705006981156;0.0839682315210476;1.40346901256608;0.179931924687959
FR;2022-04-28;19;2;;0.863673238502204;0.0959636931669115;1.29550985775331;0.0719727698751836
FR;2022-04-29;19;0;0.0119954616458639;1.5953963988999;0.179931924687959;2.56702879221488;0.227913771271415
FR;2022-04-29;19;1;;0.743718622043564;0.0839682315210476;1.34349170433676;0.155941001396231
FR;2022-04-29;19;2;;0.85167777685634;0.0959636931669115;1.22353708787812;0.0719727698751836
FR;2022-04-30;19;0;0.0119954616458639;1.48743724408713;0.155941001396231;2.35111048258933;0.239909232917279
FR;2022-04-30;19;1;;0.647754928876653;0.0599773082293197;1.19954616458639;0.143945539750367
FR;2022-04-30;19;2;;0.839682315210476;0.0959636931669115;1.15156431800294;0.0959636931669115
FR;2022-05-01;19;0;0.0119954616458639;1.45145085914954;0.131950078104503;2.3631059442352;0.227913771271415
FR;2022-05-01;19;1;;0.611768543939061;0.0599773082293197;1.1635597796488;0.119954616458639
FR;2022-05-01;19;2;;0.839682315210476;0.0719727698751836;1.19954616458639;0.107959154812775
FR;2022-05-02;19;0;0.0119954616458639;1.47544178244126;0.0959636931669115;2.56702879221488;0.251904694563143
FR;2022-05-02;19;1;;0.611768543939061;0.0119954616458639;1.23553254952399;0.119954616458639
FR;2022-05-02;19;2;;0.863673238502204;0.0839682315210476;1.3314962426909;0.131950078104503
FR;2022-05-03;19;0;0.0119954616458639;1.4634463207954;0.143945539750367;2.56702879221488;0.299886541146599
FR;2022-05-03;19;1;;0.587777620647333;0.0239909232917279;1.30750531939917;0.143945539750367
FR;2022-05-03;19;2;;0.875668700148068;0.119954616458639;1.25952347281571;0.155941001396231
FR;2022-05-04;19;0;0.0119954616458639;1.34349170433676;0.179931924687959;2.47106509904797;0.311882002792462
FR;2022-05-04;19;1;;0.467823004188694;0.0239909232917279;1.22353708787812;0.143945539750367
FR;2022-05-04;19;2;;0.875668700148068;0.155941001396231;1.24752801116985;0.167936463042095
FR;2022-05-05;19;0;0.0119954616458639;1.29550985775331;0.191927386333823;2.38709686752692;0.287891079500735
FR;2022-05-05;19;1;;0.479818465834558;0.0479818465834558;1.12757339471121;0.131950078104503
FR;2022-05-05;19;2;;0.815691391918748;0.143945539750367;1.25952347281571;0.155941001396231
FR;2022-05-06;19;0;0.0119954616458639;1.36748262762849;0.191927386333823;2.17117855790137;0.227913771271415
FR;2022-05-06;19;1;;0.515804850772149;0.0599773082293197;1.0316097015443;0.0959636931669115
FR;2022-05-06;19;2;;0.85167777685634;0.131950078104503;1.13956885635707;0.131950078104503
FR;2022-05-07;19;0;0.0119954616458639;1.31950078104503;0.167936463042095;2.00324209485928;0.203922847979687
FR;2022-05-07;19;1;;0.491813927480422;0.0599773082293197;0.91165508508566;0.0959636931669115
FR;2022-05-07;19;2;;0.827686853564612;0.107959154812775;1.09158700977362;0.107959154812775
FR;2022-05-08;19;0;0.0239909232917279;1.28351439610744;0.155941001396231;2.00324209485928;0.179931924687959
FR;2022-05-08;19;1;;0.563786697355605;0.0599773082293197;0.959636931669115;0.0959636931669115
FR;2022-05-08;19;2;;0.719727698751837;0.0959636931669115;1.04360516319016;0.0839682315210476
FR;2022-05-09;19;0;0.0239909232917279;1.1635597796488;0.143945539750367;2.11120124967205;0.167936463042095
FR;2022-05-09;19;1;;0.551791235709741;0.0719727698751836;1.0316097015443;0.0959636931669115
FR;2022-05-09;19;2;;0.611768543939061;0.0719727698751836;1.07959154812775;0.0719727698751836
FR;2022-05-10;19;0;0.0239909232917279;1.12757339471121;0.119954616458639;2.14718763460965;0.203922847979687
FR;2022-05-10;19;1;;0.551791235709741;0.0839682315210476;1.05560062483603;0.131950078104503
FR;2022-05-10;19;2;;0.575782159001469;0.0359863849375918;1.09158700977362;0.0719727698751836
FR;2022-05-11;19;0;0.0239909232917279;1.07959154812775;0.0839682315210476;2.12319671131792;0.203922847979687
FR;2022-05-11;19;1;;0.539795774063877;0.0839682315210476;1.00761877825257;0.131950078104503
FR;2022-05-11;19;2;;0.539795774063877;0;1.11557793306535;0.0719727698751836
FR;2022-05-12;19;0;0.0119954616458639;1.10358247141948;0.0719727698751836;2.14718763460965;0.215918309625551
